Day,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B12 (Cobalamin) (µg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),Folate (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Omega-3 (g),Omega-6 (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g)
2017-1-30,"Lentils, cooked from dried","0.00 cup, whole pieces",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-1-30,"Milk, whole","1.00 cup",148.84,0.00,0.00,215.03,0.11,1.10,0.41,0.22,0.91,0.09,12.20,395.27,0.00,124.44,0.17,0.73,275.71,0.06,0.07,24.40,0.01,204.95,322.07,9.03,104.92,0.90,11.71,0.00,0.00,12.32,7.93,24.40,1.98,0.18,0.29,0.48,4.55,0.28,0.05,0.23,0.40,0.73,0.64,0.20,0.40,7.69,0.33,0.10,0.39,0.50
2017-1-31,"Fried egg sandwich","1.00 sandwich",228.04,0.00,0.00,56.43,0.30,0.56,0.38,2.42,0.97,0.10,77.53,366.13,0.00,43.51,0.76,3.25,97.68,0.06,2.40,16.56,0.28,135.47,126.91,26.40,422.02,0.90,25.29,1.35,18.59,3.42,8.94,186.50,3.19,0.18,1.94,2.13,2.40,0.15,0.22,0.23,0.48,0.80,0.57,0.26,0.52,10.72,0.42,0.12,0.37,0.55
2017-1-31,"Danish pastry, with fruit filling","1.00 medium - approx 4 1/4"" diameter",395.74,0.00,0.00,31.50,0.35,0.10,0.26,2.25,0.36,0.04,66.84,41.77,3.14,8.17,0.29,7.48,23.42,0.09,1.76,10.34,0.24,62.59,86.22,13.64,153.79,0.40,52.67,1.59,23.73,20.65,18.21,30.83,7.29,0.17,3.30,3.50,6.43,1.83,0.09,0.11,0.18,0.34,0.17,0.09,0.24,4.72,0.15,0.06,0.15,0.21
2017-1-31,"Tossed salad, plain, no dressing","3.00 cup, chopped",23.94,0.00,0.00,163.54,0.07,0.00,0.04,0.21,0.16,0.07,49.59,858.41,4.79,0.00,0.38,41.21,30.78,0.04,0.70,11.97,0.21,34.20,241.11,0.17,17.10,0.26,5.08,2.05,0.00,3.37,0.24,0.00,0.01,0.09,0.04,0.13,0.03,0.00,0.01,0.02,0.03,0.04,0.04,0.01,0.04,1.54,0.04,0.02,0.01,0.04
2017-1-31,"Whole Foods, pie, pumpkin","0.60 Slice",126.00,0.00,,,,,,,,,,,,,,,,,,,,,,,132.00,,16.20,0.60,10.80,4.80,6.00,33.00,,,,,3.60,0.00,,,,,,,,1.20,,,,
2017-1-31,"Shortbread cookie, bakery","1.00 each - approx 1 1/2"" x 1""",102.61,0.00,0.00,1.24,0.08,0.00,0.05,0.62,0.05,0.00,13.33,0.00,0.00,0.00,0.06,2.79,1.58,0.02,0.48,2.29,0.07,11.25,11.19,3.54,0.23,0.07,10.03,0.32,7.60,2.11,6.51,0.00,3.75,0.00,0.84,0.84,1.61,1.91,0.02,0.02,0.04,0.07,0.02,0.02,0.05,1.08,0.03,0.01,0.03,0.04
2017-1-31,"Brown rice, steamed","1.00 cup",248.45,0.00,0.00,141.94,0.36,0.00,0.14,5.17,0.77,0.25,18.18,0.00,0.00,0.00,0.34,0.40,6.06,0.21,1.13,78.78,1.97,208.05,173.72,11.72,8.08,1.43,51.67,3.23,50.07,0.48,1.96,0.00,0.75,0.02,0.72,0.74,0.53,0.00,0.06,0.13,0.22,0.43,0.20,0.12,0.27,5.53,0.19,0.07,0.20,0.31
2017-1-31,"Milk, whole","1.00 cup",148.84,0.00,0.00,215.03,0.11,1.10,0.41,0.22,0.91,0.09,12.20,395.27,0.00,124.44,0.17,0.73,275.71,0.06,0.07,24.40,0.01,204.95,322.07,9.03,104.92,0.90,11.71,0.00,0.00,12.32,7.93,24.40,1.98,0.18,0.29,0.48,4.55,0.28,0.05,0.23,0.40,0.73,0.64,0.20,0.40,7.69,0.33,0.10,0.39,0.50
2017-2-1,"Fried egg sandwich","1.00 sandwich",228.04,0.00,0.00,56.43,0.30,0.56,0.38,2.42,0.97,0.10,77.53,366.13,0.00,43.51,0.76,3.25,97.68,0.06,2.40,16.56,0.28,135.47,126.91,26.40,422.02,0.90,25.29,1.35,18.59,3.42,8.94,186.50,3.19,0.18,1.94,2.13,2.40,0.15,0.22,0.23,0.48,0.80,0.57,0.26,0.52,10.72,0.42,0.12,0.37,0.55
2017-2-1,"Croissant, almond","1.00 medium - 4 1/2"" diameter",316.12,0.00,0.00,29.45,0.30,0.17,0.30,2.20,0.36,0.04,54.09,485.51,0.76,13.97,2.02,1.33,47.13,0.11,1.72,26.00,0.35,91.98,116.24,12.78,75.71,0.58,33.54,1.78,22.36,9.16,18.02,56.61,6.24,0.07,1.25,1.47,9.25,0.57,0.10,0.14,0.23,0.43,0.22,0.10,0.30,5.89,0.19,0.07,0.19,0.27
2017-2-1,"Tossed salad, plain, no dressing","3.00 cup, chopped",23.94,0.00,0.00,163.54,0.07,0.00,0.04,0.21,0.16,0.07,49.59,858.41,4.79,0.00,0.38,41.21,30.78,0.04,0.70,11.97,0.21,34.20,241.11,0.17,17.10,0.26,5.08,2.05,0.00,3.37,0.24,0.00,0.01,0.09,0.04,0.13,0.03,0.00,0.01,0.02,0.03,0.04,0.04,0.01,0.04,1.54,0.04,0.02,0.01,0.04
2017-2-1,"Lentils, cooked from dried","0.50 cup, whole pieces",114.84,0.00,0.00,68.94,0.17,0.00,0.07,1.05,0.63,0.18,179.19,7.92,1.48,0.00,0.11,1.68,18.81,0.25,3.30,35.64,0.49,178.20,365.30,2.77,1.98,1.26,19.93,5.80,13.27,0.39,0.38,0.00,0.06,0.04,0.14,0.17,0.05,0.00,0.12,0.25,0.39,0.65,0.62,0.08,0.44,8.93,0.32,0.08,0.24,0.44
2017-2-1,"Milk, whole","0.40 cup",59.53,0.00,0.00,86.01,0.04,0.44,0.16,0.09,0.36,0.04,4.88,158.11,0.00,49.77,0.07,0.29,110.29,0.02,0.03,9.76,0.00,81.98,128.83,3.61,41.97,0.36,4.68,0.00,0.00,4.93,3.17,9.76,0.79,0.07,0.12,0.19,1.82,0.11,0.02,0.09,0.16,0.29,0.26,0.08,0.16,3.07,0.13,0.04,0.16,0.20
2017-2-1,"Brown rice, steamed","1.00 cup",248.45,0.00,0.00,141.94,0.36,0.00,0.14,5.17,0.77,0.25,18.18,0.00,0.00,0.00,0.34,0.40,6.06,0.21,1.13,78.78,1.97,208.05,173.72,11.72,8.08,1.43,51.67,3.23,50.07,0.48,1.96,0.00,0.75,0.02,0.72,0.74,0.53,0.00,0.06,0.13,0.22,0.43,0.20,0.12,0.27,5.53,0.19,0.07,0.20,0.31
2017-2-1,"Shortbread cookie, bakery","1.00 each - approx 1 1/2"" x 1""",102.61,0.00,0.00,1.24,0.08,0.00,0.05,0.62,0.05,0.00,13.33,0.00,0.00,0.00,0.06,2.79,1.58,0.02,0.48,2.29,0.07,11.25,11.19,3.54,0.23,0.07,10.03,0.32,7.60,2.11,6.51,0.00,3.75,0.00,0.84,0.84,1.61,1.91,0.02,0.02,0.04,0.07,0.02,0.02,0.05,1.08,0.03,0.01,0.03,0.04
2017-2-2,"Fried egg sandwich","1.00 sandwich",228.04,0.00,0.00,56.43,0.30,0.56,0.38,2.42,0.97,0.10,77.53,366.13,0.00,43.51,0.76,3.25,97.68,0.06,2.40,16.56,0.28,135.47,126.91,26.40,422.02,0.90,25.29,1.35,18.59,3.42,8.94,186.50,3.19,0.18,1.94,2.13,2.40,0.15,0.22,0.23,0.48,0.80,0.57,0.26,0.52,10.72,0.42,0.12,0.37,0.55
2017-2-2,"Restaurant, Chinese, fried rice, without meat","1.00 cup",238.38,,,80.95,0.02,,0.04,0.87,,0.04,8.22,382.23,5.21,,0.18,3.84,16.44,0.13,0.90,13.70,0.59,69.87,104.12,11.37,530.19,0.99,44.92,1.51,42.20,0.77,4.06,24.66,0.89,0.15,1.35,1.52,0.74,0.02,0.12,0.13,0.24,0.46,0.24,0.16,0.31,5.55,0.24,0.07,0.21,0.34
2017-2-2,"Nejaime's Lavasch Crisp Flatbread, Restaurant Style Whole Grain (Venus)","0.94 FDA Serving Size",129.23,0.00,0.00,3.27,0.24,0.00,0.12,1.71,0.22,0.06,38.64,1.90,0.26,0.00,0.66,2.61,11.25,0.08,1.21,19.00,0.51,60.13,68.55,11.32,131.41,0.46,20.65,1.95,18.12,0.22,3.90,0.00,2.19,0.31,0.89,1.20,0.34,0.01,0.07,0.08,0.12,0.23,0.10,0.06,0.17,3.36,0.10,0.04,0.09,0.14
2017-2-2,"Okra, cooked from fresh","1.00 cup, sliced",35.20,0.00,0.00,148.11,0.21,0.00,0.09,1.39,0.34,0.30,73.60,452.79,26.08,0.00,0.43,64.00,123.20,0.14,0.45,57.60,0.47,51.20,216.00,0.64,9.60,0.69,7.22,4.00,0.54,3.84,0.34,0.00,0.04,0.00,0.07,0.07,0.07,0.00,0.03,0.05,0.10,0.16,0.12,0.03,0.10,2.99,0.10,0.03,0.13,0.14
2017-2-2,"Olive oil","1.00 tsp",39.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,2.71,0.04,0.00,0.03,0.00,0.00,0.00,0.04,0.00,0.09,0.00,0.00,0.00,0.00,0.00,4.50,0.00,3.28,0.03,0.44,0.47,0.62,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-2-2,"Milk, whole","0.40 cup",59.53,0.00,0.00,86.01,0.04,0.44,0.16,0.09,0.36,0.04,4.88,158.11,0.00,49.77,0.07,0.29,110.29,0.02,0.03,9.76,0.00,81.98,128.83,3.61,41.97,0.36,4.68,0.00,0.00,4.93,3.17,9.76,0.79,0.07,0.12,0.19,1.82,0.11,0.02,0.09,0.16,0.29,0.26,0.08,0.16,3.07,0.13,0.04,0.16,0.20
2017-2-2,"Banana, fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0.00,0.00,88.39,0.04,0.00,0.09,0.78,0.39,0.43,23.60,75.52,10.27,0.00,0.15,0.59,5.90,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,0.39,0.00,0.04,0.03,0.05,0.09,0.13,0.00,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06
2017-2-3,"Croissants, butter","1.00 croissant, medium",231.42,,,13.22,0.22,0.09,0.14,1.25,0.49,0.03,50.16,424.08,0.11,,0.48,1.03,21.09,0.05,1.16,9.12,0.19,59.85,67.26,12.94,266.19,0.43,26.11,1.48,18.21,6.42,11.97,38.19,3.15,0.17,0.45,0.62,6.65,,0.10,0.11,0.21,0.36,0.19,0.10,0.24,4.67,0.16,0.06,0.15,0.23
2017-2-3,"Pho soup (Vietnamese noodle soup)","1.00 cup",140.25,0.00,0.00,209.38,0.07,0.38,0.07,1.99,0.22,0.16,23.13,163.89,6.77,4.68,0.29,19.10,26.86,0.08,1.08,20.96,0.18,90.04,369.94,9.59,438.63,1.11,18.98,1.00,15.98,0.86,3.08,13.16,1.18,0.06,0.29,0.34,1.06,0.11,0.11,0.27,0.37,0.66,0.61,0.20,0.36,9.32,0.33,0.09,0.30,0.43
2017-2-3,"Naan (Indian tandoori flatbread)","0.40 each - 10"" diameter",220.26,0.00,0.00,31.39,0.41,0.11,0.27,3.30,0.38,0.03,69.69,231.99,0.14,1.39,0.37,0.75,40.40,0.08,1.78,13.66,0.32,70.19,89.65,16.44,236.49,0.56,30.25,1.14,27.74,1.37,8.23,21.08,2.05,0.05,0.51,0.56,4.87,0.29,0.12,0.13,0.24,0.45,0.20,0.12,0.30,6.03,0.18,0.07,0.19,0.30
2017-2-3,"Trader Joe's, paneer tikka masala, paneer tikka masala, frozen, with spinach basmati rice","1.00 Package",330.00,0.00,,,,,,,,,,1000.00,6.00,,,,150.00,,1.80,,,,,,850.00,,25.00,1.00,21.00,3.00,21.00,40.00,,,,,8.00,0.00,,,,,,,,9.00,,,,
2017-2-4,"Toast, whole wheat bread, with butter","4.00 thin slice - 4 1/4"" x 4"" x 3/8""",323.65,0.00,0.00,40.63,0.36,0.01,0.16,4.09,0.60,0.20,38.79,555.62,0.02,0.00,3.16,22.86,151.37,0.21,2.27,69.31,2.00,197.52,238.33,23.64,526.97,1.63,39.40,5.52,26.43,4.10,13.55,0.00,5.01,0.46,4.26,4.74,2.86,0.75,0.13,0.13,0.21,0.38,0.15,0.09,0.26,11.47,0.16,0.09,0.16,0.25
2017-2-4,"Yogurt, plain, whole milk","2.00 cup",298.91,0.00,0.00,430.72,0.14,1.81,0.70,0.37,1.91,0.16,34.30,485.11,2.45,9.80,0.43,1.03,592.91,0.04,0.25,58.80,0.02,465.51,759.51,10.78,225.40,2.89,22.83,0.00,0.00,22.83,15.93,63.70,4.38,0.13,0.32,0.45,10.27,0.34,0.16,0.42,0.93,1.72,1.52,0.50,0.93,17.00,0.70,0.10,0.86,1.41
2017-2-4,"Milk, whole","1.00 cup",148.84,0.00,0.00,215.03,0.11,1.10,0.41,0.22,0.91,0.09,12.20,395.27,0.00,124.44,0.17,0.73,275.71,0.06,0.07,24.40,0.01,204.95,322.07,9.03,104.92,0.90,11.71,0.00,0.00,12.32,7.93,24.40,1.98,0.18,0.29,0.48,4.55,0.28,0.05,0.23,0.40,0.73,0.64,0.20,0.40,7.69,0.33,0.10,0.39,0.50
2017-2-4,"Falafel, made with barbanzo beans (chickpeas)","3.00 patty - approx 2 1/4"" diameter",188.21,0.00,0.00,42.65,0.09,0.08,0.09,0.61,0.26,0.08,37.18,67.46,0.46,6.22,0.93,17.77,28.54,0.14,1.03,15.33,0.48,63.90,83.61,10.88,124.96,0.46,17.92,3.30,13.30,2.02,10.91,26.64,2.52,0.62,5.03,5.65,1.72,0.05,0.09,0.13,0.23,0.38,0.31,0.09,0.27,5.22,0.19,0.06,0.15,0.24
2017-2-4,"Shortbread cookie, bakery","1.00 each - approx 1 1/2"" x 1""",102.61,0.00,0.00,1.24,0.08,0.00,0.05,0.62,0.05,0.00,13.33,0.00,0.00,0.00,0.06,2.79,1.58,0.02,0.48,2.29,0.07,11.25,11.19,3.54,0.23,0.07,10.03,0.32,7.60,2.11,6.51,0.00,3.75,0.00,0.84,0.84,1.61,1.91,0.02,0.02,0.04,0.07,0.02,0.02,0.05,1.08,0.03,0.01,0.03,0.04
2017-2-4,"Brown rice, steamed","1.00 cup",248.45,0.00,0.00,141.94,0.36,0.00,0.14,5.17,0.77,0.25,18.18,0.00,0.00,0.00,0.34,0.40,6.06,0.21,1.13,78.78,1.97,208.05,173.72,11.72,8.08,1.43,51.67,3.23,50.07,0.48,1.96,0.00,0.75,0.02,0.72,0.74,0.53,0.00,0.06,0.13,0.22,0.43,0.20,0.12,0.27,5.53,0.19,0.07,0.20,0.31
2017-2-4,"Lentil soup, homemade","0.50 cup",86.31,0.00,0.00,106.01,0.15,0.00,0.05,0.67,0.38,0.12,99.20,562.37,2.68,0.00,0.32,6.60,21.32,0.16,1.88,22.87,0.31,101.54,242.39,2.61,317.54,0.73,12.19,3.55,7.21,0.94,2.31,0.00,0.51,0.16,1.14,1.30,0.36,0.01,0.07,0.14,0.22,0.36,0.35,0.04,0.24,5.02,0.18,0.05,0.13,0.25
2017-2-4,"Wheat bread","2.00 thin slice - 4 1/4"" x 4"" x 3/8""",106.80,0.00,0.00,14.08,0.17,0.00,0.10,2.25,0.33,0.04,34.00,0.80,0.08,0.00,0.08,1.96,53.20,0.06,1.40,18.00,0.47,59.60,70.80,11.52,203.20,0.48,19.47,1.60,14.41,2.36,1.30,0.00,0.24,0.05,0.54,0.60,0.31,0.01,0.05,0.05,0.09,0.16,0.07,0.04,0.11,4.29,0.07,0.03,0.06,0.10
2017-2-4,"Palak or saag paneer (spinach and cheese in gravy)","0.20 cup",73.87,0.00,0.00,30.92,0.03,0.10,0.12,0.22,0.27,0.07,27.53,1629.07,3.16,2.05,0.40,66.87,110.91,0.04,0.67,18.09,0.20,66.10,109.78,2.26,90.80,0.42,2.12,0.52,0.11,1.02,5.95,17.58,1.67,0.12,0.14,0.26,3.70,0.17,0.02,0.09,0.19,0.32,0.28,0.08,0.16,3.44,0.15,0.05,0.15,0.24
2017-2-5,"Milk, whole","1.00 cup",148.84,0.00,0.00,215.03,0.11,1.10,0.41,0.22,0.91,0.09,12.20,395.27,0.00,124.44,0.17,0.73,275.71,0.06,0.07,24.40,0.01,204.95,322.07,9.03,104.92,0.90,11.71,0.00,0.00,12.32,7.93,24.40,1.98,0.18,0.29,0.48,4.55,0.28,0.05,0.23,0.40,0.73,0.64,0.20,0.40,7.69,0.33,0.10,0.39,0.50
2017-2-5,"Shortbread cookie, bakery","1.00 each - approx 1 1/2"" x 1""",102.61,0.00,0.00,1.24,0.08,0.00,0.05,0.62,0.05,0.00,13.33,0.00,0.00,0.00,0.06,2.79,1.58,0.02,0.48,2.29,0.07,11.25,11.19,3.54,0.23,0.07,10.03,0.32,7.60,2.11,6.51,0.00,3.75,0.00,0.84,0.84,1.61,1.91,0.02,0.02,0.04,0.07,0.02,0.02,0.05,1.08,0.03,0.01,0.03,0.04
2017-2-5,"Uphittu","1.00 full recipe",169.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,1.35,0.12,0.00,1.45,0.00,0.00,0.00,0.05,0.00,155.08,0.00,31.00,2.00,28.00,1.00,2.75,0.00,1.64,0.02,0.22,0.24,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
2017-2-5,"Rice noodles, cooked","1.50 cup",285.12,,,194.88,0.05,,0.01,0.19,0.03,0.02,2.64,,,,0.08,,10.56,0.10,0.37,7.92,0.30,52.80,10.56,11.88,50.16,0.66,63.39,2.64,60.67,0.08,0.53,,0.07,0.01,0.05,0.06,0.06,,0.08,0.12,0.19,0.39,0.16,0.11,0.25,4.73,0.17,0.06,0.25,0.27
2017-2-5,"Shortbread cookie, bakery","1.00 each - approx 1 1/2"" x 1""",102.61,0.00,0.00,1.24,0.08,0.00,0.05,0.62,0.05,0.00,13.33,0.00,0.00,0.00,0.06,2.79,1.58,0.02,0.48,2.29,0.07,11.25,11.19,3.54,0.23,0.07,10.03,0.32,7.60,2.11,6.51,0.00,3.75,0.00,0.84,0.84,1.61,1.91,0.02,0.02,0.04,0.07,0.02,0.02,0.05,1.08,0.03,0.01,0.03,0.04
2017-2-5,"Yogurt, plain, whole milk","1.00 cup",149.45,0.00,0.00,215.36,0.07,0.91,0.35,0.18,0.95,0.08,17.15,242.55,1.23,4.90,0.21,0.51,296.46,0.02,0.12,29.40,0.01,232.75,379.76,5.39,112.70,1.45,11.42,0.00,0.00,11.42,7.96,31.85,2.19,0.07,0.16,0.23,5.14,0.17,0.08,0.21,0.46,0.86,0.76,0.25,0.46,8.50,0.35,0.05,0.43,0.70
2017-2-5,"Subway Veggie Delite Sandwich, no mayo","1.00 each - 6"" sub",267.00,0.00,0.00,113.39,0.36,0.17,0.25,4.73,0.80,0.16,82.44,558.52,12.03,33.11,0.48,15.34,232.15,0.17,3.09,47.23,1.03,208.09,311.97,25.08,458.76,1.36,42.53,4.23,28.60,6.97,6.07,11.00,1.40,0.14,1.23,1.38,2.63,0.15,0.12,0.17,0.29,0.52,0.33,0.13,0.34,11.20,0.24,0.09,0.22,0.35
2017-2-6,"Toast, whole wheat bread, with butter","2.00 thin slice - 4 1/4"" x 4"" x 3/8""",161.82,0.00,0.00,20.31,0.18,0.01,0.08,2.04,0.30,0.10,19.40,277.81,0.01,0.00,1.58,11.43,75.69,0.10,1.14,34.66,1.00,98.76,119.16,11.82,263.49,0.81,19.70,2.76,13.22,2.05,6.78,0.00,2.51,0.23,2.13,2.37,1.43,0.37,0.06,0.06,0.10,0.19,0.08,0.04,0.13,5.74,0.08,0.04,0.08,0.13
2017-2-6,"Eggs, cooked","2.00 medium",136.40,0.00,0.00,65.67,0.06,0.98,0.45,0.06,1.23,0.11,38.72,457.60,0.00,76.56,0.91,0.26,44.00,0.01,1.05,8.80,0.02,151.36,110.88,27.10,109.12,0.92,0.99,0.00,0.00,0.99,9.34,328.24,3.59,0.06,1.18,1.24,2.87,0.00,0.26,0.26,0.60,0.95,0.80,0.34,0.59,11.07,0.53,0.13,0.45,0.67
2017-2-6,"Wheat bread","2.00 thin slice - 4 1/4"" x 4"" x 3/8""",106.80,0.00,0.00,14.08,0.17,0.00,0.10,2.25,0.33,0.04,34.00,0.80,0.08,0.00,0.08,1.96,53.20,0.06,1.40,18.00,0.47,59.60,70.80,11.52,203.20,0.48,19.47,1.60,14.41,2.36,1.30,0.00,0.24,0.05,0.54,0.60,0.31,0.01,0.05,0.05,0.09,0.16,0.07,0.04,0.11,4.29,0.07,0.03,0.06,0.10
2017-2-6,"Brown rice, steamed","1.00 cup",248.45,0.00,0.00,141.94,0.36,0.00,0.14,5.17,0.77,0.25,18.18,0.00,0.00,0.00,0.34,0.40,6.06,0.21,1.13,78.78,1.97,208.05,173.72,11.72,8.08,1.43,51.67,3.23,50.07,0.48,1.96,0.00,0.75,0.02,0.72,0.74,0.53,0.00,0.06,0.13,0.22,0.43,0.20,0.12,0.27,5.53,0.19,0.07,0.20,0.31
2017-2-6,"Lentils, cooked from dried","0.30 cup, whole pieces",68.90,0.00,0.00,41.37,0.10,0.00,0.04,0.63,0.38,0.11,107.51,4.75,0.89,0.00,0.07,1.01,11.29,0.15,1.98,21.38,0.29,106.92,219.18,1.66,1.19,0.75,11.96,3.48,7.96,0.23,0.23,0.00,0.04,0.02,0.08,0.10,0.03,0.00,0.07,0.15,0.23,0.39,0.37,0.05,0.26,5.36,0.19,0.05,0.14,0.27
2017-2-6,"Rice noodles, cooked","1.50 cup",285.12,,,194.88,0.05,,0.01,0.19,0.03,0.02,2.64,,,,0.08,,10.56,0.10,0.37,7.92,0.30,52.80,10.56,11.88,50.16,0.66,63.39,2.64,60.67,0.08,0.53,,0.07,0.01,0.05,0.06,0.06,,0.08,0.12,0.19,0.39,0.16,0.11,0.25,4.73,0.17,0.06,0.25,0.27
2017-2-6,"Shortbread cookie, bakery","2.00 each - approx 1 1/2"" x 1""",205.22,0.00,0.00,2.48,0.16,0.00,0.10,1.23,0.09,0.01,26.67,0.00,0.00,0.00,0.11,5.57,3.17,0.03,0.97,4.58,0.14,22.50,22.37,7.09,0.46,0.15,20.06,0.63,15.21,4.21,13.02,0.00,7.49,0.00,1.67,1.68,3.22,3.82,0.05,0.05,0.07,0.15,0.05,0.04,0.11,2.15,0.06,0.03,0.06,0.09
2017-2-7,"Fried egg sandwich","1.00 sandwich",228.04,0.00,0.00,56.43,0.30,0.56,0.38,2.42,0.97,0.10,77.53,366.13,0.00,43.51,0.76,3.25,97.68,0.06,2.40,16.56,0.28,135.47,126.91,26.40,422.02,0.90,25.29,1.35,18.59,3.42,8.94,186.50,3.19,0.18,1.94,2.13,2.40,0.15,0.22,0.23,0.48,0.80,0.57,0.26,0.52,10.72,0.42,0.12,0.37,0.55
2017-2-7,"Danish pastry, with fruit filling","1.00 medium - approx 4 1/4"" diameter",395.74,0.00,0.00,31.50,0.35,0.10,0.26,2.25,0.36,0.04,66.84,41.77,3.14,8.17,0.29,7.48,23.42,0.09,1.76,10.34,0.24,62.59,86.22,13.64,153.79,0.40,52.67,1.59,23.73,20.65,18.21,30.83,7.29,0.17,3.30,3.50,6.43,1.83,0.09,0.11,0.18,0.34,0.17,0.09,0.24,4.72,0.15,0.06,0.15,0.21
2017-2-7,"Tossed salad, plain, no dressing","3.00 cup, chopped",23.94,0.00,0.00,163.54,0.07,0.00,0.04,0.21,0.16,0.07,49.59,858.41,4.79,0.00,0.38,41.21,30.78,0.04,0.70,11.97,0.21,34.20,241.11,0.17,17.10,0.26,5.08,2.05,0.00,3.37,0.24,0.00,0.01,0.09,0.04,0.13,0.03,0.00,0.01,0.02,0.03,0.04,0.04,0.01,0.04,1.54,0.04,0.02,0.01,0.04
2017-2-7,"Nejaime's Lavasch Crisp Flatbread, Restaurant Style Whole Grain (Venus)","0.94 FDA Serving Size",129.23,0.00,0.00,3.27,0.24,0.00,0.12,1.71,0.22,0.06,38.64,1.90,0.26,0.00,0.66,2.61,11.25,0.08,1.21,19.00,0.51,60.13,68.55,11.32,131.41,0.46,20.65,1.95,18.12,0.22,3.90,0.00,2.19,0.31,0.89,1.20,0.34,0.01,0.07,0.08,0.12,0.23,0.10,0.06,0.17,3.36,0.10,0.04,0.09,0.14
2017-2-7,"Vegetables, broccoli and cauliflower, frozen, boiled, drained","1.00 250ml",46.66,0.00,0.00,179.53,0.09,0.00,0.13,0.75,0.36,0.21,68.90,2354.76,69.50,0.00,1.36,109.23,66.47,0.07,0.99,28.31,0.46,77.13,310.54,2.44,40.89,0.42,8.86,4.89,1.55,2.42,0.32,0.00,0.02,,,0.15,0.05,0.00,0.04,0.09,0.18,0.23,0.24,0.06,0.15,4.59,0.16,0.05,0.10,0.22
2017-2-7,"Yogurt, plain, whole milk","1.00 cup",149.45,0.00,0.00,215.36,0.07,0.91,0.35,0.18,0.95,0.08,17.15,242.55,1.23,4.90,0.21,0.51,296.46,0.02,0.12,29.40,0.01,232.75,379.76,5.39,112.70,1.45,11.42,0.00,0.00,11.42,7.96,31.85,2.19,0.07,0.16,0.23,5.14,0.17,0.08,0.21,0.46,0.86,0.76,0.25,0.46,8.50,0.35,0.05,0.43,0.70
2017-2-8,"Omelette with mushroom and cheese","3.00 oz",130.97,,,63.02,0.07,1.73,0.37,0.41,1.34,0.11,36.57,475.61,0.43,1.05,0.70,,112.26,0.12,1.17,11.91,0.01,177.75,136.08,7.74,145.43,1.17,0.85,0.26,0.00,0.77,9.87,231.33,3.40,,,1.11,4.00,,,,,,,,,9.87,,,,
2017-2-8,"Potatoes, hash brown, home-prepared","0.40 cup",165.36,,,29.48,0.11,,0.02,1.44,0.56,0.29,9.98,3.12,8.11,,0.01,2.31,8.74,0.18,0.34,21.84,0.15,43.68,359.42,0.31,213.41,0.29,21.91,2.00,18.98,0.93,7.81,,3.31,0.21,2.72,2.93,1.17,,0.02,0.04,0.08,0.11,0.11,0.03,0.08,1.87,0.07,0.03,0.07,0.10
2017-2-8,"Danish pastry, with fruit filling","1.00 medium - approx 4 1/4"" diameter",395.74,0.00,0.00,31.50,0.35,0.10,0.26,2.25,0.36,0.04,66.84,41.77,3.14,8.17,0.29,7.48,23.42,0.09,1.76,10.34,0.24,62.59,86.22,13.64,153.79,0.40,52.67,1.59,23.73,20.65,18.21,30.83,7.29,0.17,3.30,3.50,6.43,1.83,0.09,0.11,0.18,0.34,0.17,0.09,0.24,4.72,0.15,0.06,0.15,0.21
